BS,GW,CC,FM,BS+GW,BS+CC,BS+FM,GW+CC,GW+FM,CC+FM,BS+GW+CC,BS+GW+FM,BS+CC+FM,GW+CC+FM,BS+GW+CC+FM,HRU
0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,2221
0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,2228
0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,2229
0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,2230
0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2231
0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,2232
1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,2233
1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,2234
1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,2235
0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,2236
0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,2237
0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,2238
0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,2239
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2240
0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,2241
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2242
0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,2245
1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,2246
1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,2247
1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,2248
1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,2249
1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,2250
0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,2251
0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,2252
0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2253
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2254
0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,2255
1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,2256
0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,2257
0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,2258
0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,2259
0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2260
1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,2261
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2262
1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,2263
0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,2264
0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,2265
0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,2266
0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,2267
0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,2268
0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2269
1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,2270
0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,2271
1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2275
0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,2276
0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,2277
1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,2278
1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,2279
1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,2280
0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,2281
0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,2282
1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,2283
0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,2284
1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,2285
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,2286
1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,2287
1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,2288
1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,2289
0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,2290
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2291
1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,2292
0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,2293
1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,2294
0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,2295
0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,2296
1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,2297
0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,2298
1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,2299
1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,2300
0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,2301
0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2302
0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,2303
0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2304
1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,2305
1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,2306
0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,2307
1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,2308
0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,2309
1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,2310
1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2311
1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,2312
1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,2313
1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,2314
0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,2315
0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2316
1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,2317
1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2318
1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,2319
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2320
0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,2321
1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2322
1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,2323
0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,2324
0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,2325
1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,2326
1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,2327
1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,2328
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2329
1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,2330
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2331
0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,2332
1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,2333
0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,2334
1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2335
0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2336
0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,2337
1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,2338
1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,2339
1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,2340
0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2341
1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,2342
0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,2343
1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,2344
1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,2345
0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,2346
1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2347
1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,2348
1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,2349
1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,2350
1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,2351
0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,2352
1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,2353
1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2354
0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,2355
1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,2356
1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,2357
0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,2358
1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,2359
0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,2360
1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,2361
1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,2362
1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,2363
1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,2364
1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,2365
0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,2366
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2367
1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,2368
0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,2369
1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,2370
1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,2371
1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,2372
1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,2373
0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,2374
0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,2375
1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,2376
0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,2377
0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,2378
0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,2379
1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,2380
0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,2381
0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,2382
0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,2383
1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,2384
0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,2385
0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,2386
1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2387
0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,2388
0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,2389
0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,2390
0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,2391
1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,2392
0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,2393
1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,2394
1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,2395
0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,2396
0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,2397
1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2398
1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,2399
1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,2400
0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,2401
0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,2402
1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,2403
1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,2404
1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2405
1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,2406
1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2407
0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,2408
0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,2409
1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,2410
1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,2411
0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,2412
0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,2413
0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,2414
1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,2415
0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,2416
0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,2417
0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,2418
1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,2419
0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2420
0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2421
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2422
1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2423
0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,2424
0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2425
1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,2426
1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,2427
0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,2428
1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2429
0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,2430
1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,2431
1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,2432
0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,2433
1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,2434
0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,2435
0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2436
0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,2437
0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,2438
0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,2439
0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,2440
1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,2441
0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2442
0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,2443
0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,2444
0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,2445
1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,2446
0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,2447
0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,2448
0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,2449
1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,2450
0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,2451
1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,2452
1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,2453
0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,2454
0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,2455
0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,2456
0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,2457
1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,2458
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2465
1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,2466
1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,2467
0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,2468
0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,2469
0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,2470
0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,2471
1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2472
0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,2473
0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2474
0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,2475
0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2476
1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,2477
1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2478
1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2479
1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,2480
0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2481
0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,2482
0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,2483
0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,2484
0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,2485
0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2486
0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,2487
0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,2488
1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,2489
1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,2490
1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,2491
1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,2492
1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2493
0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,2498
0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,2499
0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,2500
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,2501
0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,2502
1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,2503
0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,2508
0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,2509
1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,2510
0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,2511
0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2512
0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,2513
0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,2524
0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,2525
0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,2526
1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,2527
0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2528
0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,2529
0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,2530
1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,2531
0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,2532
0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,2533
0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,2534
1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,2535
0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,2536
1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,2537
0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,2538
1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,2539
0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,2540
0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,2541
1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2549
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2550
0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,2551
0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2552
1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2553
1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,2554
0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,2555
1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,2556
0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,2557
1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,2558
1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,2559
1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,2560
0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,2561
1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2562
0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,2563
1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,2564
0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,2565
1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,2566
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2567
1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,2568
1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,2569
1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,2570
1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,2571
1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,2572
1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,2573
1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,2574
1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,2575
1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2576
1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,2577
0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,2578
1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,2579
1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2580
1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,2581
1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,2582
1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,2583
0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2584
0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,2585
0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,2586
1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2587
1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,2588
0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,2589
0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,2590
1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,2591
1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,2592
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2593
0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,2594
1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,2595
0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,2596
0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,2597
1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,2598
0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2599
1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,2600
1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,2601
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2602
0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,2603
1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,2604
0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,2605
1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,2606
1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,2607
0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,2608
0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,2609
1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,2610
0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,2617
1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2618
0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,2619
1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,2620
0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,2621
0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,2622
1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,2632
0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2633
1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2634
1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2635
0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,2636
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2637
1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,2638
1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2639
1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,2640
0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,2641
0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,2642
0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,2647
0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,2648
1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,2649
1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,2650
0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,2651
1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,2652
1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,2653
1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,2654
1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,2655
1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,2656
1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2657
1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,2658
1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,2659
1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,2660
1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,2661
0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,2662
1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,2663
0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,2664
0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2665
1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,2666
1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,2667
1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,2668
1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,2669
0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,2670
0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,2671
0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,2672
1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,2673
1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,2674
1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,2675
0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,2676
1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,2677
0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,2678
