County,State,WLD,CC,NM,ASC_obs,Subbasin,Area_acre,inter_acre
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,388,15295,7278.63
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,389,13591,4371.94
Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,389,13591,9218.81
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,390,10335,82.4891
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,390,10335,4677.78
Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,390,10335,5574.56
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,391,14824,14824.2
Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,392,20246,46.0979
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,392,20246,7797.89
Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.7697838,392,20246,12401.9
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,393,29148,29148
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,394,12892,12892
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,395,29883,29882.8
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,396,7847,7846.76
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,397,15466,943.703
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,397,15466,14522.3
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,398,11443,11443
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,399,13241,503.069
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,399,13241,12737.6
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,400,19390,19389.7
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,401,13154,5376.77
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,401,13154,7776.89
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,402,15970,556.86
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,402,15970,4860.79
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,402,15970,10552.7
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,403,16284,4334.29
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,403,16284,11950
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,404,23668,23668.3
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,405,22353,22353.5
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,406,17091,17091.1
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,407,33431,6932.4
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,407,33431,26498.8
Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,408,26971,1079.06
Jackson,Minnesota,234.2801241,49.52963273,64.50670703,14.5382293,408,26971,5857.44
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,408,26971,7002.2
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,408,26971,13031.8
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,409,19916,7069.98
Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,409,19916,12846.1
Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,410,27786,1732.28
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,410,27786,26053.9
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,411,8785,8784.94
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,412,20427,20426.8
Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,413,11275,11274.9
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,414,12253,3079.91
Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,414,12253,9173.22
Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,415,10706,5298.28
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,415,10706,5407.6
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,416,13089,349.782
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,416,13089,3587.59
Martin,Minnesota,249.2349133,64.64948977,79.50543648,29.58845986,416,13089,9151.86
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,417,10260,578.657
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,417,10260,9681.32
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,418,25809,777.355
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,418,25809,25031.2
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,419,12459,702.428
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,419,12459,11756.9
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,420,33192,8985.79
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,420,33192,24206.6
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,421,11699,11699.4
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,422,18400,6999.96
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,422,18400,11399.9
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,423,27978,9.1321
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,423,27978,10975.9
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,423,27978,16993.5
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,424,12054,12054
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,425,16881,16881.3
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,426,33156,8317.63
Steele,Minnesota,241.969325,57.30831039,72.25652334,22.32610421,426,33156,8428.04
Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,426,33156,16410.6
Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,427,32027,15492.7
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,427,32027,16534.4
Steele,Minnesota,241.969325,57.30831039,72.25652334,22.32610421,428,33261,12390.5
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,428,33261,20870.4
Steele,Minnesota,241.969325,57.30831039,72.25652334,22.32610421,429,15509,4154.42
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,429,15509,11354.1
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,430,14073,14073.2
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,431,34783,2326.04
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,431,34783,32456.7
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,432,10435,509.933
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,432,10435,9925.1
Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,433,30427,704.838
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,433,30427,2791.65
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,433,30427,26930.5
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,434,27092,719.502
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,434,27092,26372.8
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,435,15666,951.359
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,435,15666,14714.9
Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.7697838,436,20011,960.937
Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,436,20011,19050.2
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,437,25186,4187.25
Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.7697838,437,25186,4675.95
Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,437,25186,16322.5
Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.7697838,438,26673,5726.16
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,438,26673,8293.58
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,438,26673,12653.1
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,439,20978,20977.9
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,440,21971,21971.2
Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.7697838,441,13332,13331.8
Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.7697838,442,15274,15274.1
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,443,23684,8257.35
Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.7697838,443,23684,15427
Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,444,14581,1159.77
Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.7697838,444,14581,13420.7
Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,445,11587,172.648
Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.7697838,445,11587,11414.3
Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.7697838,446,13365,13365.1
Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.7697838,447,22639,22639.5
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,448,20758,1669.67
Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.7697838,448,20758,19088.6
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,449,16447,1373.51
Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.7697838,449,16447,15073.9
Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.7697838,450,26299,93.3148
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,450,26299,26205.9
Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.7697838,451,17373,5849.88
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,451,17373,11523.2
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,452,23644,23644.5
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,453,13624,13624.2
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,454,15495,427.763
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,454,15495,15067.6
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,455,25423,1393.68
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,455,25423,24029.1
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,456,22373,302.016
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,456,22373,22070.8
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,457,12530,971.196
Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,457,12530,1799.74
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,457,12530,9758.59
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,458,14315,14314.8
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,459,27622,27621.9
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,460,35229,35228.7
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,461,10470,10469.6
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,462,34815,296.272
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,462,34815,34518.3
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,463,15358,15358.5
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,464,11427,11427.1
McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,465,20403,3962.76
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,465,20403,16440.7
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,466,13014,13014.4
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,467,18540,18539.6
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,468,24650,4367.94
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,468,24650,20282.4
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,469,19012,3371.27
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,469,19012,15641.2
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,470,10755,3216.12
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,470,10755,7538.96
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,471,19790,19790.1
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,472,29507,557.884
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,472,29507,28949.6
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,473,14285,4268.93
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,473,14285,10016.1
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,474,28845,28844.8
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,475,26900,26899.5
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,476,20768,197.19
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,476,20768,20570.6
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,477,21782,74.3992
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,477,21782,21707.3
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,478,20645,3887.25
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,478,20645,4186.61
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,478,20645,12570.9
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,479,19402,4001.75
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,479,19402,5874.53
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,479,19402,9525.8
McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,480,38835,2219.8
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,480,38835,16073.7
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,480,38835,20541.3
McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,481,11032,1655.49
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,481,11032,9376.33
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,482,20859,353.318
McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,482,20859,20505.7
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,483,13664,2715.66
McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,483,13664,10948.5
McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,484,8290,860.016
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,484,8290,7429.92
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,485,13304,13303.6
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,486,10951,10951.1
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,487,17803,17803.1
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,488,19545,0.977839
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,488,19545,19544.3
McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,489,28458,25.6112
Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,489,28458,4279.47
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,489,28458,24152.8
McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,490,12391,48.7485
Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,490,12391,12342.7
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,491,25361,8784.7
Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,491,25361,16576.6
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,492,19209,116.35
Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,492,19209,19092.5
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,493,22643,4758.39
Rice,Minnesota,279.3739798,94.64681523,109.6881903,59.76007894,493,22643,17884.1
Rice,Minnesota,279.3739798,94.64681523,109.6881903,59.76007894,494,37489,8023.85
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,494,37489,14719.5
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,494,37489,14746.1
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,495,14735,3753.93
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,495,14735,10981.5
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,496,28079,7429.57
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,496,28079,20649.4
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,497,13439,13439
Rice,Minnesota,279.3739798,94.64681523,109.6881903,59.76007894,498,27901,8041.33
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,498,27901,19860
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,499,31094,31093.5
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,500,29418,14079.4
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,500,29418,15338.2
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,501,26655,932.273
Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,501,26655,5650.34
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,501,26655,20072
Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,502,20240,20239.6
Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,503,10763,121.453
Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,503,10763,10641.4
Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,504,9892,9891.93
Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,505,12209,12208.6
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,506,10276,82.403
Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,506,10276,10193.4
Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,507,32966,1250.86
Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,507,32966,15261.1
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,507,32966,16454.1
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,508,8393,254.752
Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,508,8393,3882.65
Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,508,8393,4255.65
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,509,20607,173.21
Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,509,20607,1287.63
Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,509,20607,19145.7
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,510,29867,29866.7
Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,511,10775,1652.67
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,511,10775,9122.4
Dakota,Minnesota,329.3001736,144.5313955,159.6314604,109.8281529,512,30259,4116.1
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,512,30259,26143.3
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,513,31580,22.8168
Dakota,Minnesota,329.3001736,144.5313955,159.6314604,109.8281529,513,31580,34.0383
Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,513,31580,31522.9
Scott,Minnesota,284.7261699,99.79503782,115.0180809,65.11961047,514,19746,905.368
Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,514,19746,1044.07
Dakota,Minnesota,329.3001736,144.5313955,159.6314604,109.8281529,514,19746,17796.5
Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,515,40812,12290.4
Dakota,Minnesota,329.3001736,144.5313955,159.6314604,109.8281529,515,40812,28521.1
